0.0632,-0.1094,-0.0279
0.0634,-0.1098,-0.0298
0.0637,-0.1103,-0.0318
0.064,-0.1108,-0.0337
0.0643,-0.1113,-0.0356
0.0646,-0.1119,-0.0375
0.0649,-0.1125,-0.0394
0.0653,-0.1131,-0.0413
0.0656,-0.1137,-0.0432
0.066,-0.1144,-0.045
0.0664,-0.1151,-0.0469
0.0668,-0.1158,-0.0487
0.0673,-0.1165,-0.0505
0.0677,-0.1173,-0.0523
0.0682,-0.1181,-0.0541
0.0687,-0.1189,-0.0559
0.0692,-0.1198,-0.0576
0.0697,-0.1207,-0.0593
0.0702,-0.1216,-0.061
0.0707,-0.1225,-0.0627
0.0713,-0.1235,-0.0644
0.0719,-0.1245,-0.0661
0.0725,-0.1255,-0.0677
0.073,-0.1265,-0.0693
0.0737,-0.1276,-0.0709
0.0743,-0.1287,-0.0725
0.0749,-0.1298,-0.074
0.0756,-0.1309,-0.0756
0.0762,-0.1321,-0.0771
0.0769,-0.1332,-0.0786
0.0776,-0.1344,-0.08
0.0783,-0.1357,-0.0815
0.079,-0.1369,-0.0829
0.0798,-0.1382,-0.0843
0.0805,-0.1394,-0.0856
0.0813,-0.1407,-0.0869
0.082,-0.1421,-0.0882
0.0828,-0.1434,-0.0895
0.0836,-0.1448,-0.0908
0.0844,-0.1462,-0.092
0.0852,-0.1476,-0.0932
0.086,-0.149,-0.0944
0.0868,-0.1504,-0.0955
0.0877,-0.1519,-0.0966
0.0885,-0.1533,-0.0977
0.0894,-0.1548,-0.0987
0.0902,-0.1563,-0.0998
0.0911,-0.1578,-0.1008
0.092,-0.1594,-0.1017
0.0929,-0.1609,-0.1026
0.0938,-0.1625,-0.1035
0.0947,-0.164,-0.1044
0.0956,-0.1656,-0.1052
0.0965,-0.1672,-0.106
0.0975,-0.1688,-0.1068
0.0984,-0.1704,-0.1075
0.0993,-0.1721,-0.1083
0.1003,-0.1737,-0.1089
0.1013,-0.1754,-0.1096
0.1022,-0.177,-0.1102
0.1032,-0.1787,-0.1107
0.1041,-0.1804,-0.1113
0.1051,-0.1821,-0.1118
0.1061,-0.1838,-0.1122
0.1071,-0.1855,-0.1127
0.1081,-0.1872,-0.1131
0.109,-0.1889,-0.1134
0.11,-0.1906,-0.1138
0.111,-0.1923,-0.1141
0.112,-0.194,-0.1143
0.113,-0.1958,-0.1146
0.114,-0.1975,-0.1148
0.115,-0.1992,-0.1149
0.116,-0.201,-0.115
0.117,-0.2027,-0.1151
0.118,-0.2045,-0.1152
0.119,-0.2062,-0.1152
0.1201,-0.2079,-0.1152
0.1211,-0.2097,-0.1151
0.1221,-0.2114,-0.115
0.1231,-0.2132,-0.1149
0.1241,-0.2149,-0.1148
0.1251,-0.2166,-0.1146
0.1261,-0.2184,-0.1143
0.1271,-0.2201,-0.1141
0.1281,-0.2218,-0.1138
0.1291,-0.2235,-0.1134
0.13,-0.2252,-0.1131
0.131,-0.2269,-0.1127
0.132,-0.2286,-0.1122
0.133,-0.2303,-0.1118
0.134,-0.232,-0.1113
0.1349,-0.2337,-0.1107
0.1359,-0.2354,-0.1102
0.1368,-0.237,-0.1096
0.1378,-0.2387,-0.1089
0.1388,-0.2403,-0.1083
0.1397,-0.242,-0.1075
0.1406,-0.2436,-0.1068
0.1416,-0.2452,-0.106
0.1425,-0.2468,-0.1052
0.1434,-0.2484,-0.1044
0.1443,-0.2499,-0.1035
0.1452,-0.2515,-0.1026
0.1461,-0.253,-0.1017
0.147,-0.2546,-0.1008
0.1478,-0.2561,-0.0998
0.1487,-0.2576,-0.0987
0.1496,-0.2591,-0.0977
0.1504,-0.2605,-0.0966
0.1513,-0.262,-0.0955
0.1521,-0.2634,-0.0944
0.1529,-0.2648,-0.0932
0.1537,-0.2662,-0.092
0.1545,-0.2676,-0.0908
0.1553,-0.269,-0.0895
0.1561,-0.2703,-0.0882
0.1568,-0.2717,-0.0869
0.1576,-0.273,-0.0856
0.1583,-0.2742,-0.0843
0.1591,-0.2755,-0.0829
0.1598,-0.2767,-0.0815
0.1605,-0.278,-0.08
0.1612,-0.2792,-0.0786
0.1619,-0.2803,-0.0771
0.1625,-0.2815,-0.0756
0.1632,-0.2826,-0.074
0.1638,-0.2837,-0.0725
0.1644,-0.2848,-0.0709
0.1651,-0.2859,-0.0693
0.1656,-0.2869,-0.0677
0.1662,-0.2879,-0.0661
0.1668,-0.2889,-0.0644
0.1674,-0.2899,-0.0627
0.1679,-0.2908,-0.061
0.1684,-0.2917,-0.0593
0.1689,-0.2926,-0.0576
0.1694,-0.2935,-0.0559
0.1699,-0.2943,-0.0541
0.1704,-0.2951,-0.0523
0.1708,-0.2959,-0.0505
0.1713,-0.2966,-0.0487
0.1717,-0.2973,-0.0469
0.1721,-0.298,-0.045
0.1725,-0.2987,-0.0432
0.1728,-0.2993,-0.0413
0.1732,-0.3,-0.0394
0.1735,-0.3005,-0.0375
0.1738,-0.3011,-0.0356
0.1741,-0.3016,-0.0337
0.1744,-0.3021,-0.0318
0.1747,-0.3026,-0.0298
0.1749,-0.303,-0.0279
0.1752,-0.3034,-0.0259
0.1754,-0.3038,-0.024
0.1756,-0.3041,-0.022
0.1758,-0.3045,-0.02
0.1759,-0.3047,-0.018
0.1761,-0.305,-0.016
0.1762,-0.3052,-0.014
0.1763,-0.3054,-0.012
0.1764,-0.3056,-0.01
0.1765,-0.3057,-0.008
0.1766,-0.3058,-0.006
0.1766,-0.3059,-0.004
0.1766,-0.306,-0.002
0.1767,-0.306,0
