-0.1581,0,0.0829
-0.1566,0,0.0815
-0.1552,0,0.08
-0.1538,0,0.0786
-0.1525,0,0.0771
-0.1512,0,0.0756
-0.1499,0,0.074
-0.1486,0,0.0725
-0.1473,0,0.0709
-0.1461,0,0.0693
-0.1449,0,0.0677
-0.1437,0,0.0661
-0.1426,0,0.0644
-0.1415,0,0.0627
-0.1404,0,0.061
-0.1394,0,0.0593
-0.1383,0,0.0576
-0.1373,0,0.0559
-0.1364,0,0.0541
-0.1355,0,0.0523
-0.1346,0,0.0505
-0.1337,0,0.0487
-0.1329,0,0.0469
-0.1321,0,0.045
-0.1313,0,0.0432
-0.1306,0,0.0413
-0.1298,0,0.0394
-0.1292,0,0.0375
-0.1285,0,0.0356
-0.1279,0,0.0337
-0.1274,0,0.0318
-0.1268,0,0.0298
-0.1263,0,0.0279
-0.1259,0,0.0259
-0.1254,0,0.024
-0.125,0,0.022
-0.1247,0,0.02
-0.1243,0,0.018
-0.124,0,0.016
-0.1238,0,0.014
-0.1235,0,0.012
-0.1233,0,0.01
-0.1232,0,0.008
-0.1231,0,0.006
-0.123,0,0.004
-0.1229,0,0.002
-0.1229,0,0
-0.1229,0,-0.002
-0.123,0,-0.004
-0.1231,0,-0.006
-0.1232,0,-0.008
-0.1233,0,-0.01
-0.1235,0,-0.012
-0.1238,0,-0.014
-0.124,0,-0.016
-0.1243,0,-0.018
-0.1247,0,-0.02
-0.125,0,-0.022
-0.1254,0,-0.024
-0.1259,0,-0.0259
-0.1263,0,-0.0279
-0.1268,0,-0.0298
-0.1274,0,-0.0318
-0.1279,0,-0.0337
-0.1285,0,-0.0356
-0.1292,0,-0.0375
-0.1298,0,-0.0394
-0.1306,0,-0.0413
-0.1313,0,-0.0432
-0.1321,0,-0.045
-0.1329,0,-0.0469
-0.1337,0,-0.0487
-0.1346,0,-0.0505
-0.1355,0,-0.0523
-0.1364,0,-0.0541
-0.1373,0,-0.0559
-0.1383,0,-0.0576
-0.1394,0,-0.0593
-0.1404,0,-0.061
-0.1415,0,-0.0627
-0.1426,0,-0.0644
-0.1437,0,-0.0661
-0.1449,0,-0.0677
-0.1461,0,-0.0693
-0.1473,0,-0.0709
-0.1486,0,-0.0725
-0.1499,0,-0.074
-0.1512,0,-0.0756
-0.1525,0,-0.0771
-0.1538,0,-0.0786
-0.1552,0,-0.08
-0.1566,0,-0.0815
-0.1581,0,-0.0829
-0.1595,0,-0.0843
-0.161,0,-0.0856
-0.1625,0,-0.0869
-0.1641,0,-0.0882
-0.1656,0,-0.0895
-0.1672,0,-0.0908
-0.1688,0,-0.092
-0.1704,0,-0.0932
-0.172,0,-0.0944
-0.1737,0,-0.0955
-0.1754,0,-0.0966
-0.1771,0,-0.0977
-0.1788,0,-0.0987
-0.1805,0,-0.0998
-0.1822,0,-0.1008
-0.184,0,-0.1017
-0.1858,0,-0.1026
-0.1876,0,-0.1035
-0.1894,0,-0.1044
-0.1912,0,-0.1052
-0.1931,0,-0.106
-0.1949,0,-0.1068
-0.1968,0,-0.1075
-0.1987,0,-0.1083
-0.2006,0,-0.1089
-0.2025,0,-0.1096
-0.2044,0,-0.1102
-0.2063,0,-0.1107
-0.2083,0,-0.1113
-0.2102,0,-0.1118
-0.2122,0,-0.1122
-0.2141,0,-0.1127
-0.2161,0,-0.1131
-0.2181,0,-0.1134
-0.2201,0,-0.1138
-0.2221,0,-0.1141
-0.2241,0,-0.1143
-0.2261,0,-0.1146
-0.2281,0,-0.1148
-0.2301,0,-0.1149
-0.2321,0,-0.115
-0.2341,0,-0.1151
-0.2361,0,-0.1152
-0.2381,0,-0.1152
-0.2401,0,-0.1152
-0.2421,0,-0.1151
-0.2441,0,-0.115
-0.2461,0,-0.1149
-0.2481,0,-0.1148
-0.2501,0,-0.1146
-0.2521,0,-0.1143
-0.2541,0,-0.1141
-0.2561,0,-0.1138
-0.2581,0,-0.1134
-0.2601,0,-0.1131
-0.2621,0,-0.1127
-0.264,0,-0.1122
-0.266,0,-0.1118
-0.2679,0,-0.1113
-0.2699,0,-0.1107
-0.2718,0,-0.1102
-0.2737,0,-0.1096
-0.2756,0,-0.1089
-0.2775,0,-0.1083
-0.2794,0,-0.1075
-0.2813,0,-0.1068
-0.2831,0,-0.106
-0.285,0,-0.1052
-0.2868,0,-0.1044
-0.2886,0,-0.1035
-0.2904,0,-0.1026
-0.2922,0,-0.1017
-0.294,0,-0.1008
-0.2957,0,-0.0998
-0.2974,0,-0.0987
-0.2991,0,-0.0977
-0.3008,0,-0.0966
-0.3025,0,-0.0955
-0.3042,0,-0.0944
-0.3058,0,-0.0932
-0.3074,0,-0.092
-0.309,0,-0.0908
-0.3106,0,-0.0895
-0.3121,0,-0.0882
-0.3137,0,-0.0869
-0.3152,0,-0.0856
-0.3167,0,-0.0843
-0.3181,0,-0.0829
-0.3196,0,-0.0815
-0.321,0,-0.08
-0.3224,0,-0.0786
-0.3237,0,-0.0771
-0.325,0,-0.0756
-0.3263,0,-0.074
-0.3276,0,-0.0725
-0.3289,0,-0.0709
-0.3301,0,-0.0693
-0.3313,0,-0.0677
-0.3325,0,-0.0661
-0.3336,0,-0.0644
-0.3347,0,-0.0627
-0.3358,0,-0.061
-0.3368,0,-0.0593
-0.3379,0,-0.0576
-0.3389,0,-0.0559
-0.3398,0,-0.0541
-0.3407,0,-0.0523
-0.3416,0,-0.0505
-0.3425,0,-0.0487
-0.3433,0,-0.0469
-0.3441,0,-0.045
-0.3449,0,-0.0432
-0.3456,0,-0.0413
-0.3464,0,-0.0394
-0.347,0,-0.0375
-0.3477,0,-0.0356
-0.3483,0,-0.0337
-0.3488,0,-0.0318
-0.3494,0,-0.0298
-0.3499,0,-0.0279
-0.3503,0,-0.0259
-0.3508,0,-0.024
-0.3512,0,-0.022
-0.3515,0,-0.02
-0.3519,0,-0.018
-0.3522,0,-0.016
-0.3524,0,-0.014
-0.3527,0,-0.012
-0.3529,0,-0.01
-0.353,0,-0.008
-0.3531,0,-0.006
-0.3532,0,-0.004
-0.3533,0,-0.002
-0.3533,0,0
